Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Group,Total_Engagement,Hashtag_List,Hashtag_Count,Word_Count,Character_Count,Continent
"Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",Apprehensive,2021-06-10 10:00:00,WindWhisperer,Instagram,#Apprehensive #StormOfDoubt,14.0,28.0,Canada,2021,6,10,10,Fear & Anxiety,42.0,"['#apprehensive', '#stormofdoubt']",2,20,124,North America
"Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.",Overwhelmed,2020-02-22 15:20:00,MazeExplorer,Facebook,#Overwhelmed #MinotaurOfPressure,22.0,44.0,USA,2020,2,22,15,Fear & Anxiety,66.0,"['#overwhelmed', '#minotaurofpressure']",2,21,133,North America
"Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",Jealous,2018-03-17 14:45:00,WoundedGarden,Twitter,#Jealous #BloomingAchievements,16.0,32.0,UK,2018,3,17,14,Anger & Resentment,48.0,"['#jealous', '#bloomingachievements']",2,20,133,Europe
"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",Devastated,2022-10-28 11:15:00,RuinedHeart,Instagram,#Devastated #EchoesOfShatteredDreams,25.0,50.0,Australia,2022,10,28,11,Sadness & Loss,75.0,"['#devastated', '#echoesofshattereddreams']",2,21,126,Oceania
"Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",Frustrated,2020-11-01 12:30:00,KnotUntangler,Facebook,#Frustrated #LabyrinthOfMiscommunication,14.0,28.0,India,2020,11,1,12,Anger & Resentment,42.0,"['#frustrated', '#labyrinthofmiscommunication']",2,19,140,Asia
"Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.",Envious,2021-01-15 22:10:00,ElusiveKeys,Twitter,#Envious #DesireForKeys,20.0,40.0,USA,2021,1,15,22,Anger & Resentment,60.0,"['#envious', '#desireforkeys']",2,21,128,North America
"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,2018-08-18 14:00:00,IndifferentFort,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0,Australia,2018,8,18,14,Anger & Resentment,36.0,"['#dismissive', '#indifferenceperformance']",2,21,140,Oceania
"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,2022-01-07 11:10:00,DreamMosaic,Twitter,#Frustrated #MosaicOfDisappointment,15.0,30.0,Canada,2022,1,7,11,Anger & Resentment,45.0,"['#frustrated', '#mosaicofdisappointment']",2,20,122,North America
Awe-struck by the breathtaking sunrise over the mountains.,Awe,2022-04-03 06:15:00,NatureAdmirer,Instagram,#Awe #BreathtakingSunrise,28.0,55.0,USA,2022,4,3,6,Admiration & Awe,83.0,"['#awe', '#breathtakingsunrise']",2,8,58,North America
Navigating through the challenges with determination.,Determination,2023-10-12 10:30:00,GoalPursuer,Twitter,#Determination #Challenges,15.0,30.0,Canada,2023,10,12,10,Confidence & Achievement,45.0,"['#determination', '#challenges']",2,6,53,North America
Nostalgia hits while flipping through an old photo album.,Nostalgia,2019-06-28 19:00:00,MemoryLane,Facebook,#Nostalgia #OldMemories,22.0,45.0,UK,2019,6,28,19,Curiosity & Reflection,67.0,"['#nostalgia', '#oldmemories']",2,9,57,Europe
Thrilled to witness the grandeur of a cultural festival.,Thrill,2020-09-15 14:45:00,CultureEnthusiast,Instagram,#Thrill #CulturalCelebration,40.0,80.0,India,2020,9,15,14,Happiness & Joy,120.0,"['#thrill', '#culturalcelebration']",2,9,56,Asia
Calmness found in the rhythm of raindrops on the windowpane.,Calmness,2017-11-08 21:20:00,RainWatcher,Twitter,#Calmness #RainyDays,18.0,35.0,Australia,2017,11,8,21,Calm & Peace,53.0,"['#calmness', '#rainydays']",2,10,60,Oceania
Overwhelmed by the support received during a personal challenge.,Overwhelmed,2021-05-20 17:30:00,PersonalJourney,Facebook,#Overwhelmed #SupportiveCommunity,25.0,50.0,USA,2021,5,20,17,Fear & Anxiety,75.0,"['#overwhelmed', '#supportivecommunity']",2,9,64,North America
Excitement builds as the countdown to a long-awaited vacation begins.,Excitement,2023-01-10 12:00:00,VacationDreamer,Instagram,#Excitement #VacationCountdown,30.0,60.0,France,2023,1,10,12,Happiness & Joy,90.0,"['#excitement', '#vacationcountdown']",2,10,69,Europe
"Reflecting on life's journey, grateful for the lessons learned.",Gratitude,2018-12-05 08:45:00,LifeLearner,Twitter,#Gratitude #LifeLessons,35.0,70.0,Brazil,2018,12,5,8,Hope & Optimism,105.0,"['#gratitude', '#lifelessons']",2,9,63,South America
Bittersweet emotions arise while bidding farewell to a dear friend.,Bittersweet,2020-03-15 18:30:00,FarewellSender,Instagram,#Bittersweet #Farewell,20.0,40.0,Japan,2020,3,15,18,Disappointment & Regret,60.0,"['#bittersweet', '#farewell']",2,10,67,Asia
Curiosity sparked by exploring a mysterious ancient ruin.,Curiosity,2016-08-22 15:10:00,HistoryExplorer,Facebook,#Curiosity #AncientDiscovery,18.0,35.0,Greece,2016,8,22,15,Curiosity & Reflection,53.0,"['#curiosity', '#ancientdiscovery']",2,8,57,Europe
Admiration for the intricate details of a handcrafted masterpiece.,Admiration,2019-08-20 16:00:00,CraftEnthusiast,Instagram,#Admiration #HandcraftedArt,25.0,50.0,USA,2019,8,20,16,Admiration & Awe,75.0,"['#admiration', '#handcraftedart']",2,9,66,North America
Overjoyed by the warmth of a cozy fireplace on a winter evening.,Overjoyed,2021-12-08 19:30:00,WinterLover,Twitter,#Overjoyed #WinterWarmth,18.0,35.0,Canada,2021,12,8,19,Happiness & Joy,53.0,"['#overjoyed', '#winterwarmth']",2,12,64,North America
Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,2020-06-10 20:45:00,SunsetWatcher,Instagram,#Inspiration #ColorfulSunset,30.0,60.0,UK,2020,6,10,20,Creativity & Inspiration,90.0,"['#inspiration', '#colorfulsunset']",2,10,67,Europe
Motivated to achieve fitness goals after an invigorating workout.,Motivation,2022-02-28 07:15:00,FitnessJunkie,Facebook,#Motivation #FitnessGoals,40.0,80.0,Australia,2022,2,28,7,Confidence & Achievement,120.0,"['#motivation', '#fitnessgoals']",2,9,65,Oceania
Gratitude for the simple joys found in a cup of morning coffee.,Gratitude,2017-04-15 08:00:00,CoffeeLover,Twitter,#Gratitude #MorningCoffee,22.0,45.0,India,2017,4,15,8,Hope & Optimism,67.0,"['#gratitude', '#morningcoffee']",2,12,63,Asia
Feeling empowered after conquering a challenging hiking trail.,Empowerment,2018-09-05 14:20:00,HikingExplorer,Instagram,#Empowerment #HikingAdventure,35.0,70.0,USA,2018,9,5,14,Confidence & Achievement,105.0,"['#empowerment', '#hikingadventure']",2,8,62,North America
Amused by the antics of playful kittens during playtime.,Amusement,2022-10-22 12:45:00,KittyObserver,Facebook,#Amusement #PlayfulKittens,15.0,30.0,Canada,2022,10,22,12,Happiness & Joy,45.0,"['#amusement', '#playfulkittens']",2,9,56,North America
Contemplating life's mysteries under the starry night sky.,Contemplation,2016-07-02 23:30:00,Stargazer,Twitter,#Contemplation #StarryNight,28.0,55.0,UK,2016,7,2,23,Curiosity & Reflection,83.0,"['#contemplation', '#starrynight']",2,8,58,Europe
Joyful reunion with long-lost friends after years of separation.,JoyfulReunion,2020-11-18 17:10:00,FriendshipRenewal,Instagram,#JoyfulReunion #Friendship,20.0,40.0,India,2020,11,18,17,Happiness & Joy,60.0,"['#joyfulreunion', '#friendship']",2,9,64,Asia
Excitement builds while preparing for a surprise celebration.,Excitement,2023-03-05 15:00:00,CelebrationPlanner,Facebook,#Excitement #SurpriseCelebration,30.0,60.0,Australia,2023,3,5,15,Happiness & Joy,90.0,"['#excitement', '#surprisecelebration']",2,8,61,Oceania
Satisfaction derived from successfully completing a DIY project.,Satisfaction,2015-12-01 11:30:00,DIYEnthusiast,Twitter,#Satisfaction #DIYProject,25.0,50.0,USA,2015,12,1,11,Calm & Peace,75.0,"['#satisfaction', '#diyproject']",2,8,64,North America
Feeling blessed for the supportive community in times of need.,Blessed,2021-09-10 09:45:00,CommunityHelper,Instagram,#Blessed #SupportiveCommunity,18.0,35.0,UK,2021,9,10,9,Hope & Optimism,53.0,"['#blessed', '#supportivecommunity']",2,10,62,Europe
Captivated by the serenity of a tranquil garden in full bloom.,Serenity,2018-05-12 14:20:00,GardenEnthusiast,Facebook,#Serenity #TranquilGarden,22.0,45.0,Canada,2018,5,12,14,Calm & Peace,67.0,"['#serenity', '#tranquilgarden']",2,11,62,North America
Anticipation for an upcoming adventure in an exotic destination.,Anticipation,2022-07-25 10:00:00,Wanderlust,Twitter,#Anticipation #AdventureAwaits,40.0,80.0,India,2022,7,25,10,Hope & Optimism,120.0,"['#anticipation', '#adventureawaits']",2,9,64,Asia
Reflecting on personal growth achieved through life experiences.,Reflection,2019-03-08 18:30:00,GrowthSeeker,Instagram,#Reflection #PersonalGrowth,35.0,70.0,USA,2019,3,8,18,Curiosity & Reflection,105.0,"['#reflection', '#personalgrowth']",2,8,64,North America
Nostalgic memories flood in while revisiting childhood favorites.,Nostalgia,2017-01-28 21:15:00,ChildhoodMemories,Facebook,#Nostalgia #ChildhoodFavorites,20.0,40.0,Australia,2017,1,28,21,Curiosity & Reflection,60.0,"['#nostalgia', '#childhoodfavorites']",2,8,65,Oceania
Appreciation for the vibrant culture experienced during travel.,Appreciation,2016-11-14 13:45:00,CultureExplorer,Twitter,#Appreciation #CulturalExperience,28.0,55.0,UK,2016,11,14,13,Hope & Optimism,83.0,"['#appreciation', '#culturalexperience']",2,8,63,Europe
Confidence soars after overcoming public speaking anxiety.,Confidence,2020-04-02 17:30:00,PublicSpeaker,Instagram,#Confidence #OvercomingAnxiety,15.0,30.0,USA,2020,4,2,17,Confidence & Achievement,45.0,"['#confidence', '#overcominganxiety']",2,7,58,North America
Contentment in the midst of a family gathering filled with laughter.,Contentment,2023-01-15 19:00:00,FamilyCelebration,Facebook,#Contentment #FamilyLaughter,25.0,50.0,Canada,2023,1,15,19,Calm & Peace,75.0,"['#contentment', '#familylaughter']",2,11,68,North America
Enthusiasm for learning new skills and expanding knowledge.,Enthusiasm,2018-08-07 12:15:00,LifelongLearner,Twitter,#Enthusiasm #SkillBuilding,30.0,60.0,India,2018,8,7,12,Happiness & Joy,90.0,"['#enthusiasm', '#skillbuilding']",2,8,59,Asia
Surprise and delight at discovering a hidden gem in the city.,Surprise,2019-10-18 16:45:00,CityExplorer,Instagram,#Surprise #HiddenGem,18.0,35.0,UK,2019,10,18,16,Surprise & Wonder,53.0,"['#surprise', '#hiddengem']",2,11,61,Europe
A sense of accomplishment after completing a challenging workout.,Accomplishment,2022-06-30 07:00:00,FitnessAchiever,Facebook,#Accomplishment #FitnessSuccess,22.0,45.0,Australia,2022,6,30,7,Confidence & Achievement,67.0,"['#accomplishment', '#fitnesssuccess']",2,9,65,Oceania
Wonderment at the beauty of a double rainbow after the rain.,Wonderment,2017-06-12 18:20:00,RainbowChaser,Twitter,#Wonderment #DoubleRainbow,35.0,70.0,USA,2017,6,12,18,Admiration & Awe,105.0,"['#wonderment', '#doublerainbow']",2,11,60,North America
Optimism for a bright future amidst challenging times.,Optimism,2021-07-05 09:30:00,FutureOptimist,Instagram,#Optimism #BrightFuture,20.0,40.0,Canada,2021,7,5,9,Hope & Optimism,60.0,"['#optimism', '#brightfuture']",2,8,54,North America
Pride in achieving a personal milestone in career progression.,Pride,2016-04-15 14:50:00,CareerAchiever,Facebook,#Pride #CareerMilestone,28.0,55.0,UK,2016,4,15,14,Confidence & Achievement,83.0,"['#pride', '#careermilestone']",2,9,62,Europe
Happiness blooms like flowers in a garden on a sunny day.,Happiness,2020-02-10 11:15:00,SunnyDayEnthusiast,Twitter,#Happiness #SunnyDay,15.0,30.0,India,2020,2,10,11,Happiness & Joy,45.0,"['#happiness', '#sunnyday']",2,11,57,Asia
Elation over discovering a rare book in a quaint bookstore.,Elation,2018-09-22 16:30:00,Bookworm,Instagram,#Elation #RareBookDiscovery,40.0,80.0,USA,2018,9,22,16,Happiness & Joy,120.0,"['#elation', '#rarebookdiscovery']",2,10,59,North America
Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Facebook,#Curiosity #AncientMysteries,18.0,35.0,Australia,2015,11,8,10,Curiosity & Reflection,53.0,"['#curiosity', '#ancientmysteries']",2,10,68,Oceania
Mesmerized by the cosmic dance of fireflies on a moonlit night.,Enchantment,2022-08-10 22:00:00,NightSkyObserver,Instagram,#Enchantment #CosmicFireflies,25.0,50.0,Brazil,2022,8,10,22,Admiration & Awe,75.0,"['#enchantment', '#cosmicfireflies']",2,11,63,South America
Intrigued by the symphony of colors in an abstract art exhibition.,Intrigue,2019-04-05 17:30:00,ArtConnoisseur,Twitter,#Intrigue #AbstractArt,18.0,35.0,France,2019,4,5,17,Creativity & Inspiration,53.0,"['#intrigue', '#abstractart']",2,11,66,Europe
Giggles and joy echo in the air during a children's playdate.,PlayfulJoy,2020-12-15 15:45:00,PlayfulParent,Facebook,#PlayfulJoy #ChildrensPlaydate,22.0,45.0,Japan,2020,12,15,15,Happiness & Joy,67.0,"['#playfuljoy', '#childrensplaydate']",2,11,61,Asia
Enveloped in serenity while practicing mindfulness by the lake.,Mindfulness,2017-10-20 08:15:00,ZenSeeker,Instagram,#Mindfulness #LakeTranquility,35.0,70.0,Canada,2017,10,20,8,Calm & Peace,105.0,"['#mindfulness', '#laketranquility']",2,9,63,North America
Chasing dreams like a kite soaring high in the vast open sky.,DreamChaser,2021-02-28 13:00:00,SkyDreamer,Twitter,#DreamChaser #SkyHighDreams,30.0,60.0,Australia,2021,2,28,13,Experience & Theme,90.0,"['#dreamchaser', '#skyhighdreams']",2,12,61,Oceania
Spellbound by the elegance of a ballroom dance under crystal chandeliers.,Elegance,2018-06-12 20:30:00,DanceEnthusiast,Facebook,#Elegance #BallroomDance,28.0,55.0,UK,2018,6,12,20,Creativity & Inspiration,83.0,"['#elegance', '#ballroomdance']",2,11,73,Europe
Whimsical delight in a world of fairy tales and magical creatures.,Whimsy,2016-03-08 14:20:00,FairyTaleExplorer,Instagram,#Whimsy #MagicalWorld,20.0,40.0,USA,2016,3,8,14,Creativity & Inspiration,60.0,"['#whimsy', '#magicalworld']",2,11,66,North America
Pensive contemplation amid the ancient ruins of a forgotten civilization.,Pensive,2023-04-18 17:10:00,RuinsExplorer,Twitter,#Pensive #AncientCivilization,18.0,35.0,Greece,2023,4,18,17,Curiosity & Reflection,53.0,"['#pensive', '#ancientcivilization']",2,10,73,Europe
Embracing the thrill of speed on a rollercoaster's exhilarating twists.,Thrill,2020-07-25 12:45:00,RollercoasterFan,Facebook,#Thrill #RollercoasterAdventure,22.0,45.0,Germany,2020,7,25,12,Happiness & Joy,67.0,"['#thrill', '#rollercoasteradventure']",2,10,71,Europe
Harmony resonates as musicians play a melody of unity and togetherness.,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0,Sweden,2019,11,30,19,Calm & Peace,105.0,"['#harmony', '#musicalunity']",2,11,71,Europe
A burst of creativity in the quiet solitude of an artist's studio.,Creativity,2015-09-01 16:00:00,StudioArtist,Twitter,#Creativity #ArtistsHaven,15.0,30.0,Italy,2015,9,1,16,Creativity & Inspiration,45.0,"['#creativity', '#artistshaven']",2,12,66,Europe
Radiant joy akin to blooming flowers on a sun-kissed spring morning.,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0,Netherlands,2022,5,5,10,Happiness & Joy,75.0,"['#radiance', '#springblooms']",2,11,68,Europe
A sense of wonder at the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0,South Africa,2018,7,8,23,Admiration & Awe,120.0,"['#wonder', '#stargazingadventure']",2,14,70,Africa
Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18.0,35.0,Spain,2021,9,20,14,Calm & Peace,53.0,"['#rejuvenation', '#seasideescape']",2,13,70,Europe
Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28.0,55.0,Portugal,2016,11,15,11,Creativity & Inspiration,83.0,"['#inspiration', '#forestwhispers']",2,11,68,Europe
Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0,Switzerland,2020,1,12,18,Calm & Peace,90.0,"['#coziness', '#warmwinterevening']",2,13,65,Europe
Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,2017-12-28 19:15:00,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22.0,45.0,Austria,2017,12,28,19,Hope & Optimism,67.0,"['#gratitude', '#familylaughter']",2,10,68,Europe
"Embarking on a culinary adventure, savoring exotic flavors around the world.",Adventure,2019-03-02 20:20:00,CulinaryExplorer,Twitter,#Adventure #CulinaryJourney,35.0,70.0,Belgium,2019,3,2,20,Experience & Theme,105.0,"['#adventure', '#culinaryjourney']",2,11,76,Europe
Euphoria floods in as the final puzzle piece clicks into place.,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,#Euphoria #PuzzleCompletion,20.0,40.0,Denmark,2022,6,8,15,Happiness & Joy,60.0,"['#euphoria', '#puzzlecompletion']",2,11,63,Europe
